Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs
4,1,"2 Reding Street Takanini, Auckland",948,740000,-37.0383211,174.9206959,7009969,78,51,42,18,18,15,Takanini
4,3,"3/13 Trimmer Terrace Papatoetoe, Auckland",178,770000,-36.9708905,174.8513235,7008524,33,27,18,15,18,12,Papatoetoe
4,2,"165 Mill Road Bombay, Auckland",230,2050000,-37.1925446,174.9757129,7010369,45,21,12,21,39,21,Bombay
3,2,"25 Ocean View Crescent Rakino Island, Auckland",1366,270000,-36.7195924,174.9495634,7001354,0,0,0,0,0,6,Rakino Island
2,1,"2/66 South Pacific Road Rakino Island, Auckland",40,3250000,-36.7196717,174.9515235,7001354,0,0,0,0,0,6,Rakino Island
3,2,"Lot 4 Hillcrest Heights Orewa, Auckland",184,920000,-36.5717005,174.6921667,7001471,45,27,12,39,42,57,Hatfields Beach
4,3,"Lot 10 Hillcrest Heights Orewa, Auckland",188,1275000,-36.572094,174.69151,7001471,45,27,12,39,42,57,Hatfields Beach
5,1,"6 Regent  Street Papatoetoe, Auckland",1429,1355000,-36.9783779,174.8701779,7008654,54,36,33,21,12,24,Papatoetoe
3,2,"2/29 Jane Cowie Avenue Otahuhu, Auckland",57,530000,-36.9563132,174.8457959,7008385,66,42,39,15,12,12,Otahuhu
2,1,"94 Hunterville Road Orapiu, Auckland",1040,1080000,-36.8019237,175.1080146,7003396,24,3,6,12,27,27,Waiheke Island
4,3,"12 Royalty Rise Mt Eden, Auckland",343,830000,-36.6098767,174.7026638,7001550,48,15,15,27,27,69,Red Beach
5,2,"66 Sample Road Auckland Central, Auckland",11000,1080000,-36.8484597,174.7633315,7005277,15,63,36,6,12,0,Auckland Central
4,2,"18 Riserra Drive Ranui, Auckland",396,545000,-36.8649993,174.6118191,7003697,36,33,12,27,18,15,Ranui
6,3,"4 Puketaha Road Swanson, Auckland",809,910000,-36.8705171,174.5552193,7003433,33,24,24,18,36,15,Swanson
2,1,"4/66 Huia Road Papatoetoe, Auckland",70,500000,-36.9707107,174.8678652,7008631,15,30,21,9,18,15,Papatoetoe
6,4,"35 Eynsham Court Dannemora, Auckland",1201,2550000,-36.9303095,174.9267783,7009277,57,24,21,24,48,51,Dannemora
5,4,"Lot 238/30 Bearing Parade Long Bay, Auckland",450,1775000,-36.6884551,174.7460598,7002019,24,6,12,15,6,3,Long Bay
5,4,"19 Buckleys Track Paremoremo, Auckland",9107,2400000,-36.7700201,174.6594109,7001795,36,9,12,15,21,21,Paremoremo
2,1,"3 Matai Road Oneroa, Auckland",809,1120000,-36.7859279,175.0117572,7003343,27,18,30,24,12,21,Oneroa
5,3,"71a Russell Road (lot 3) Manurewa, Auckland",394,560000,-37.0248793,174.893116,7009785,30,24,12,24,18,39,Manurewa
4,3,"9 Cooperage Avenue Huapai, Auckland",493,500000,-36.772106,174.5442431,7002186,27,27,30,15,18,21,Huapai
5,3,"39a Victoria Avenue Remuera, Auckland",305,2350000,-36.8781069,174.7990534,7005849,54,9,9,33,27,75,Remuera
4,3,"33 Woodward Avenue Mangere Bridge, Auckland",342,1500000,-36.9445771,174.7855209,7007919,63,27,24,27,27,39,Mangere Bridge
5,3,"10 Nanleen Rise The Gardens, Auckland",411,500000,-37.0152994,174.9106502,7009853,33,18,27,18,24,39,Manurewa
5,3,"2 Nanleen Rise The Gardens, Auckland",491,520000,-37.0152994,174.9106502,7009853,33,18,27,18,24,39,Manurewa
2,1,"1a Anzac Road Orapiu, Auckland",1070,790000,-36.8423596,175.1459818,7003397,12,0,6,18,24,36,Waiheke Island
4,3,"9 Laingfield Terrace Laingholm, Auckland",4019,1320000,-36.9599266,174.6274677,7007159,48,12,12,27,27,30,Laingholm
4,1,"30 Girrahween Drive Totara Vale, Auckland",1115,1155000,-36.7646405,174.7228284,7002731,24,9,18,15,6,18,Totara Vale
5,4,"11 Millcroft Lane Ranui, Auckland",358,900000,-36.8720837,174.6045998,7003572,63,33,63,24,33,18,Ranui
6,2,"78 Helvetia Road Pukekohe, Auckland",741,620000,-37.1974973,174.8897343,7010481,57,36,15,18,6,18,Pukekohe
3,1,"1 Alaina Place Tuakau, Auckland",690,500000,-37.2593705,174.9463977,7011005,21,9,3,3,6,9,Tuakau
4,1,"2 Alaina Place Tuakau, Auckland",548,460000,-37.2593705,174.9463977,7011005,21,9,3,3,6,9,Tuakau
4,2,"16 Rodeo Drive Redvale, Auckland",10000,1875000,-36.6849893,174.7068034,7001835,39,15,18,21,21,15,Redvale
6,5,"47 Island View Drive Gulf Harbour, Auckland",1083,2900000,-36.6159283,174.8048677,7001717,54,18,12,27,33,39,Gulf Harbour
2,1,"235 Ocean View Road Oneroa, Auckland",3488,650000,-36.7864177,175.0220042,7003342,24,24,21,39,27,39,Oneroa
2,2,"27 Hekerua Road Oneroa, Auckland",1161,1200000,-36.7846297,175.0256175,7003342,24,24,21,39,27,39,Oneroa
5,3,"8 Bougainvillaea Terrace Manukau, Auckland",560,980000,-36.996419,174.900078,7009739,27,36,15,15,30,33,Goodwood Heights
6,4,"1 Michael Bosher Way Flat Bush, Auckland",5024,2350000,-36.9856753,174.9475179,7009346,90,42,27,45,75,45,Flat Bush
3,1,"358 Mangawhai Road Wellsford, Auckland",15550,550000,-36.2287416,174.5458102,7001139,48,30,21,21,33,45,Wellsford
4,3,"Lot 2/31 Bolton Street Blockhouse Bay, Auckland",327,2200000,-36.9184693,174.6983382,7007478,39,33,24,24,33,63,Blockhouse Bay
3,2,"4 Trimaran Drive Gulf Harbour, Auckland",151,510000,-36.6176288,174.7935301,7001696,72,21,30,60,33,45,Gulf Harbour
2,1,"604/19 Anzac Avenue Auckland Central, Auckland",56,460000,-36.8462653,174.7712726,7005510,24,96,51,18,18,27,Auckland Central
3,2,"17 Kanuka Road Hobsonville, Auckland",259,920000,-36.7937824,174.6609445,7002295,45,24,48,15,6,12,Hobsonville
5,3,"13 Kaurimu Rise Titirangi, Auckland",985,1430000,-36.9321759,174.6453258,7007268,51,15,27,27,24,24,Titirangi
5,3,"66 Moyrus Crescent East Tamaki, Auckland",804,2000000,-36.9393167,174.9237217,7009186,168,66,72,69,90,84,East Tamaki Heights
4,2,"5 Piccolo Court Kumeu, Auckland",400,860000,-36.7633771,174.5496311,7002191,54,21,24,30,24,36,Kumeu
3,1,"47 Simkin Avenue St Johns, Auckland",696,980000,-36.8747503,174.8437367,7006325,45,51,33,27,24,36,Saint Johns
4,3,"54a Codrington Crescent Mission Bay, Auckland",1459,3175000,-36.8557743,174.8323847,7006173,39,15,12,18,21,36,Mission Bay
5,3,"45 Taunton Terrace Blockhouse Bay, Auckland",305,2025000,-36.9316491,174.6961315,7007500,33,18,24,15,21,39,Blockhouse Bay
3,2,"30b Rangiatea Road Epsom, Auckland",142,1550000,-36.8949982,174.7707909,7005621,48,30,27,33,27,21,Epsom
4,3,"33 Bayvista Drive Karaka, Auckland",741,1700000,-37.083594,174.9193516,7010004,102,33,54,60,48,36,Karaka
5,3,"28 Bayvista Drive Karaka, Auckland",553,1425000,-37.0833993,174.920226,7010004,102,33,54,60,48,36,Karaka
2,1,"2/12 Blueridge Close Sunnyvale, Auckland",70,505000,-36.8930728,174.6362609,7004016,60,30,33,24,21,39,Sunnyvale
3,1,"434 Porchester Road Randwick Park, Auckland",859,560000,-37.026097,174.923657,7009960,108,48,54,30,27,48,Randwick Park
3,2,"2/183 Jervois Road Herne Bay, Auckland",195,1825000,-36.8459057,174.7333068,7004875,15,21,27,24,27,66,Herne Bay
4,3,"7a Auckland Road St Heliers, Auckland",305,2850000,-36.8517202,174.8523981,7006411,30,15,15,18,27,75,St Heliers
4,2,"2 Totara Haeata Lane Flat Bush, Auckland",155,3375000,-36.9835825,174.9092662,7009103,99,84,90,30,18,18,Flat Bush
4,2,"8 Totara Haeata Lane Flat Bush, Auckland",183,810000,-36.9835825,174.9092662,7009103,99,84,90,30,18,18,Flat Bush
2,1,"65 Glen Brook Road Omiha, Auckland",830,850000,-36.8154295,175.0615949,7003383,42,15,21,33,36,60,Omiha
4,2,"21 Gavinike Place Waimauku, Auckland",1507,1200000,-36.7715362,174.4831794,7002146,39,9,33,18,21,24,Waimauku
4,2,"3/23 Waiatarua Road Remuera, Auckland",194,1425000,-36.8754454,174.8215719,7006074,78,15,24,51,27,21,Remuera
4,2,"19 Mataoho Lane Mangere, Auckland",505,790000,-36.9641496,174.8227791,7008184,165,60,66,45,39,39,Mangere East
4,2,"242 Jones Road Hunua, Auckland",213,1050000,-37.07142,175.0372426,7010278,39,15,18,24,33,21,Hunua
4,2,"116 Simmental Crescent Somerville, Auckland",619,1325000,-36.9172991,174.9349122,7009262,30,12,15,15,15,33,Somerville
4,2,"3 Bledisloe Street Cockle Bay, Auckland",822,970000,-36.905038,174.9367021,7007012,60,18,27,33,9,15,Cockle Bay
4,2,"72a Anzac Road Pukekohe, Auckland",505,980000,-37.2216763,174.8968726,7010517,51,21,27,24,30,54,Pukekohe
3,2,"17 Old Wairoa Road Papakura, Auckland",350,710000,-37.05657,174.9440576,7010105,63,24,42,18,21,33,Papakura
5,3,"102b Mellons Bay Road Mellons Bay, Auckland",751,2100000,-36.8878635,174.9316278,7006938,54,21,18,33,36,42,Mellons Bay
4,2,"18b Vardon Road Green Bay, Auckland",542,1175000,-36.9321012,174.6801566,7007452,42,15,15,21,21,27,Green Bay
7,2,"12 Waima Street Grey Lynn, Auckland",357,1120000,-36.8635176,174.7506549,7005119,15,48,45,9,9,12,Grey Lynn
4,3,"12 Monmouth Street, Auckland",334 m²,1700000,-36.8627002,174.7505971,7005119,15,48,45,9,9,12,Grey Lynn
5,4,"58a Reelick Avenue Pakuranga, Auckland",376,1800000,-36.915095,174.8971716,7006764,51,24,30,27,9,33,Pakuranga Heights
5,3,"5/48 Mays Road Onehunga, Auckland",287,1175000,-36.9170093,174.7978923,7007984,30,15,21,9,15,15,Onehunga
5,2,"4/48 Mays Road, Auckland",292 m²,1175000,-36.9170093,174.7978923,7007984,30,15,21,9,15,15,Onehunga
3,2,"8 Rostrevor Avenue Epsom, Auckland",121,1600000,-36.903153,174.7682399,7005476,30,18,9,24,18,18,Epsom
3,1,"105 Waitakere Road Waitakere, Auckland",911,960000,-36.8527977,174.5442987,7003424,78,39,33,45,24,12,Waitakere
4,1,"158 Wordsworth Road Manurewa, Auckland",607,570000,-37.0246359,174.8718344,7009576,78,30,24,24,21,21,Manurewa
4,2,"64a Haseler Crescent Mellons Bay, Auckland",800,1550000,-36.8865462,174.9237292,7006896,54,27,18,21,54,54,Howick
3,1,"192 Kitchener Road Pukekohe, Auckland",1095,860000,-37.2182453,174.895161,7010516,33,18,18,21,33,39,Pukekohe
5,2,"13 Tampin Road Hill Park, Auckland",900,840000,-37.0117347,174.8943598,7009765,60,36,39,24,30,18,Manurewa
5,4,"43 Riverlea Avenue Pakuranga, Auckland",1298,2750000,-36.9079754,174.8636067,7006614,45,15,27,24,30,72,Pakuranga
4,2,"13 Siena Place Te Atatu Peninsula, Auckland",509,1080000,-36.8443017,174.6548741,7004212,27,15,24,21,27,24,Te Atatu Peninsula
3,2,"3/28 Ireland Road Panmure, Auckland",604,1000000,-36.900176,174.8490858,7006464,24,39,24,12,12,27,Mount Wellington
3,2,"41 Sanremo Lane Stanmore Bay, Auckland",347,770000,-36.6335401,174.7350362,7001648,24,24,12,30,27,27,Stanmore Bay
2,2,"21a Madill Street Tuakau, Auckland",362,580000,-37.2604594,174.9502378,7011006,69,18,33,30,24,45,Tuakau
3,2,"125 Charles Prevost Drive The Gardens, Auckland",752,890000,-37.0037766,174.9192676,7009935,63,21,21,45,36,57,The Gardens
4,3,"160 Hutchinson Avenue New Lynn, Auckland",362,1105000,-36.9212094,174.673548,7007379,36,30,36,24,24,24,New Lynn
2,1,"8b Budgen Street Mount Roskill, Auckland",73,620000,-36.9237379,174.7333768,7007621,24,36,15,24,18,21,Mount Roskill
3,1,"13 La Perouse Street Botany Downs, Auckland",713,940000,-36.907574,174.9217784,7009119,78,39,27,48,45,39,Botany Downs
2,1,"403/17 Putney Way Manukau, Auckland",43,380000,-36.9930125,174.8784499,7008786,21,39,36,24,21,24,Manukau
2,1,"605/17 Putney Way Manukau, Auckland",45,385000,-36.9930125,174.8784499,7008786,21,39,36,24,21,24,Manukau
5,2,"22 Pinedale Place Henderson, Auckland",665,880000,-36.8687518,174.6254575,7003863,54,33,30,27,30,39,Henderson
2,1,"81 Maungarei Road Remuera, Auckland",221,840000,-36.885465,174.816169,7006100,39,24,27,27,18,39,Remuera
8,5,"125 Thomas Road Flat Bush, Auckland",378,1360000,-36.985086,174.9139238,7009108,18,18,12,15,18,18,Flat Bush
5,3,"23 Onemana Way Te Atatu Peninsula, Auckland",664,1790000,-36.8386119,174.6605463,7004208,33,18,15,9,24,27,Te Atatu Peninsula
4,2,"28a Hoskins Avenue Hillsborough, Auckland",906,1125000,-36.9293676,174.7568343,7007737,30,18,12,24,21,12,Hillsborough
3,2,"11a Dell Avenue Remuera, Auckland",397,1875000,-36.8712071,174.8066445,7005976,42,15,21,24,33,36,Remuera
3,1,"108 Riversdale Road Avondale, Auckland",470,725000,-36.8951746,174.6804551,7004343,66,42,39,36,18,21,Avondale
3,2,"10 Davington Way Burswood, Auckland",562,1025000,-36.9223137,174.8937192,7008926,63,51,57,39,45,78,Burswood
5,3,"129 Point View Drive East Tamaki, Auckland",5340,1875000,-36.9455156,174.9261479,7006957,45,27,21,24,24,39,East Tamaki Heights
5,3,"19 Murrayfield Lane The Gardens, Auckland",507,910000,-37.0111772,174.9171198,7009944,60,24,33,27,21,18,Manurewa
4,2,"8 Murrayfield Lane The Gardens, Auckland",403,860000,-37.0107023,174.9174573,7009944,60,24,33,27,21,18,Manurewa
5,2,"3 Fishermans Cove Army Bay, Auckland",605,1150000,-36.6045094,174.7932875,7001682,45,24,18,33,27,48,Army Bay
4,3,"6 Deepak Lane Papatoetoe, Auckland",184,860000,-36.975556,174.836166,7008313,57,45,33,24,24,24,Papatoetoe
3,1,"22 Rivendell Place Warkworth, Auckland",714,770000,-36.4011922,174.6712341,7001301,6,12,6,9,12,72,Warkworth
3,1,"39a Goodwin Drive Rosehill, Auckland",492,600000,-37.0833488,174.9381973,7010086,54,27,27,30,12,21,Rosehill
2,1,"6/17 Waitangi Road Onehunga, Auckland",82,530000,-36.9133821,174.8013498,7008075,69,30,36,30,18,24,Onehunga
2,2,"8 Omanawa Lane Great Barrier Island, Auckland",8638,650000,-36.305955,175.4924245,7001135,30,21,21,21,39,69,Great Barrier Island (Aotea Island)
3,2,"21 Denarius Lane Glendene, Auckland",352,570000,-36.8886106,174.6563372,7004225,33,24,27,18,15,18,Glendene
2,1,"9a/8 Quay Street Auckland Central, Auckland",91,680000,-36.8478196,174.7807136,7005655,78,204,177,45,15,12,Auckland Central
5,3,"117 Valley Road Pukekohe, Auckland",722,990000,-37.1867797,174.9166046,7010545,45,12,15,24,21,18,Pukekohe
4,2,"54 Belmont Road Pukekohe, Auckland",352,690000,-37.2056603,174.8808038,7010462,27,12,12,15,12,21,Pukekohe
5,4,"39 Spencer Street Remuera, Auckland",683,1975000,-36.8689117,174.797773,7005827,33,12,6,24,15,15,Remuera
5,2,"37A Spencer Street, Auckland",377 m²,2350000,-36.8690673,174.7978168,7005827,33,12,6,24,15,15,Remuera
3,2,"44 Rewa Road Maraetai, Auckland",1198,1100000,-36.8850429,175.041516,7007085,36,18,12,24,18,27,Maraetai
4,1,"53 Cargill Street Papakura, Auckland",1136,610000,-37.0565761,174.9642808,7010227,48,21,27,12,18,21,Papakura
4,3,"58 Churchill Road Cockle Bay, Auckland",860,1750000,-36.9014009,174.9468893,7007005,39,12,18,21,24,30,Cockle Bay
3,1,"29 Rena Place West Harbour, Auckland",326,910000,-36.8228391,174.6281755,7003786,120,42,30,33,24,18,West Harbour
2,1,"1a/10 Laxon Terrace Remuera, Auckland",130,940000,-36.8666809,174.7804682,7005703,24,30,24,12,24,18,Remuera
2,1,"51 Weymouth Road Manurewa, Auckland",908,550000,-37.025779,174.8907126,7009667,66,30,33,21,21,18,Manurewa
5,4,"54 Sayegh Street St Heliers, Auckland",1358,3125000,-36.8603271,174.851155,7006406,51,27,30,27,24,27,St Heliers
4,2,"8/59 Favona Road Favona, Auckland",138,570000,-36.9504082,174.8067565,7008081,105,39,42,45,33,21,Favona
3,1,"20 Cargill Street Papakura, Auckland",746,560000,-37.0567918,174.9660537,7010228,87,39,39,36,33,27,Papakura
3,1,"36 Bellfield Road Papakura, Auckland",732,690000,-37.0778044,174.9465959,7010140,42,27,30,27,24,33,Opaheke
3,1,"13 Poutini Place Manurewa, Auckland",610,530000,-37.0268476,174.8690848,7009475,96,42,33,18,36,18,Manurewa
4,2,"29 Brightwell Street Papakura, Auckland",311,300000,-37.0512798,174.9619612,7010161,54,27,36,12,15,9,Papakura
3,1,"15 Kindergarten Drive Conifer Grove, Auckland",862,630000,-37.0458133,174.9145655,7009918,75,24,33,21,21,24,Conifer Grove
3,1,"19 Kitewaho Road Swanson, Auckland",1396,885000,-36.8786421,174.5495642,7003427,78,24,27,48,42,48,Swanson
3,2,"859 Scenic Drive Swanson, Auckland",2933,980000,-36.8860682,174.5424633,7003427,78,24,27,48,42,48,Swanson
5,4,"15 Polo Prince Drive Alfriston, Auckland",5093,1700000,-37.0061263,174.9303335,7010006,15,12,6,9,30,24,Totara Park
4,2,"17 Calder Place Glendowie, Auckland",810,3700000,-36.8694386,174.8809452,7006674,33,9,9,15,21,27,Wai O Taiki Bay
5,3,"32 Rangitoto Avenue Remuera, Auckland",938,3125000,-36.8770444,174.8081734,7005985,30,12,6,21,24,24,Remuera
4,3,"32 Rangitoto Avenue, Auckland",938 m²,3125000,-36.8770444,174.8081734,7005985,30,12,6,21,24,24,Remuera
4,3,"20a Lisburn Avenue Glendowie, Auckland",403,2575000,-36.8604098,174.878016,7006636,45,9,15,21,36,30,Glendowie
5,2,"2 Richard Farrell Avenue Remuera, Auckland",300,1600000,-36.8852812,174.8103013,7006007,15,27,21,6,3,21,Remuera
5,2,"598 Te Atatu Road Te Atatu Peninsula, Auckland",809,1025000,-36.8382589,174.6506283,7004073,33,21,21,18,15,18,Te Atatu Peninsula
4,3,"4/102 Kohimarama Road Kohimarama, Auckland",251,2625000,-36.8539339,174.8373889,7006290,60,9,15,30,27,36,Kohimarama
4,2,"25 Moloney Terrace Pukekohe, Auckland",698,640000,-37.2014081,174.8914514,7010489,39,30,27,15,24,30,Pukekohe
5,3,"56 Pine Harbour Parade Beachlands, Auckland",724,1400000,-36.8872459,174.9897884,7007032,48,9,12,30,30,48,Beachlands
3,1,"2/19 Heathberry Close Papatoetoe, Auckland",80,600000,-36.9858679,174.8419013,7008434,78,57,51,18,15,24,Papatoetoe
2,1,"5/3 Koromiko Street New Lynn, Auckland",90,500000,-36.9028247,174.6723392,7004289,57,24,36,24,18,27,New Lynn
5,3,"12 Culdaff Place Mount Roskill, Auckland",818,1300000,-36.9264573,174.7295618,7007622,42,24,27,21,30,30,Mount Roskill
3,1,"1/10 Hueglow Rise West Harbour, Auckland",100,660000,-36.8215752,174.6218255,7003776,78,45,48,36,30,21,West Harbour
2,1,"29 Crescent Road West Ostend, Auckland",2256,680000,-36.7865104,175.0495212,7003375,36,15,21,36,27,45,Ostend
6,4,"15 Rashni Road Flat Bush, Auckland",377,1350000,-36.9744792,174.9289209,7009313,24,15,21,12,6,12,Flat Bush
6,5,"22 Horsefield Drive Flat Bush, Auckland",413,710000,-36.9734507,174.9263337,7009313,24,15,21,12,6,12,Flat Bush
2,1,"39 Albert Street Otahuhu, Auckland",696,680000,-36.9398528,174.851282,7008479,51,21,30,6,15,9,Otahuhu
2,2,"86 Hendon Avenue Mount Albert, Auckland",197,540000,-36.8983921,174.7131434,7004644,60,45,27,18,18,21,Mount Albert
3,2,"53a Clarendon Road St Heliers, Auckland",216,1300000,-36.8474999,174.8624588,7006477,33,27,24,21,36,54,St Heliers
3,1,"8 Muritai Road Ostend, Auckland",893,760000,-36.793598,175.0474039,7003379,24,12,15,15,30,24,Ostend
5,3,"181b Titirangi Road Titirangi, Auckland",2188,1350000,-36.9182345,174.663202,7007314,21,21,18,15,24,18,Titirangi
4,3,"19 Karika Place Massey, Auckland",508,1125000,-36.8500525,174.6071215,7003528,60,48,57,33,18,33,Massey
4,2,"10 Chamberlain Road Massey, Auckland",1012,1055000,-36.8470531,174.6064801,7003528,60,48,57,33,18,33,Massey
3,1,"1b Titoki Street Te Atatu Peninsula, Auckland",407,860000,-36.8553172,174.6511561,7004094,48,27,27,30,18,21,Te Atatu Peninsula
6,2,"112a Taylor Street Blockhouse Bay, Auckland",284,1350000,-36.9174856,174.6999272,7007477,36,12,21,33,3,33,Blockhouse Bay
5,4,"17 Avice Street Remuera, Auckland",516,2525000,-36.887315,174.7970359,7005867,24,12,6,21,33,27,Remuera
3,1,"2/29 President Avenue Papakura, Auckland",80,440000,-37.0585226,174.9639231,7010231,90,24,30,30,15,24,Papakura
5,2,"8 Janese Place Weymouth, Auckland",604,620000,-37.0377352,174.8616483,7009503,99,42,39,27,18,18,Weymouth
1,1,"54/8 Landscape Road Papatoetoe, Auckland",70,430000,-36.979802,174.8581819,7008565,18,15,24,18,18,33,Papatoetoe
4,1,"48 Church Road Mangere Bridge, Auckland",675,1150000,-36.9419145,174.7811504,7007914,30,21,15,9,15,30,Mangere Bridge
4,1,"67 Finch Street Western Springs, Auckland",703,1360000,-36.8687877,174.7357501,7004961,39,48,48,24,27,9,Morningside
5,3,"61a Finch Street Western Springs, Auckland",357,1600000,-36.8694257,174.7357088,7004961,39,48,48,24,27,9,Morningside
2,1,"142a Church Street Otahuhu, Auckland",288,530000,-36.9477657,174.8484897,7008494,81,39,30,24,21,24,Otahuhu
3,1,"150 Aviemore Drive Highland Park, Auckland",481,795000,-36.910306,174.9077942,7006871,57,33,24,27,33,27,Highland Park
4,2,"20 Kurahaupo Street Orakei, Auckland",198,1500000,-36.8602016,174.8251243,7006165,24,9,21,12,21,24,Orakei
7,5,"11 Lavey Road Flat Bush, Auckland",411,1340000,-36.9798511,174.9091138,7009100,69,51,48,33,15,36,Flat Bush
4,2,"62 Lyons Avenue Murrays Bay, Auckland",663,1370000,-36.7280824,174.7467457,7002987,51,15,27,21,27,18,Murrays Bay
5,3,"36 Pigeon Mountain Road Half Moon Bay, Auckland",750,1775000,-36.886354,174.9005817,7006819,60,18,33,36,42,42,Half Moon Bay
3,2,"18 St Vincent Avenue Remuera, Auckland",587,2075000,-36.8825261,174.7995996,7005856,45,36,12,18,33,33,Remuera
3,1,"552 Swanson Road Ranui, Auckland",1233,915000,-36.8646835,174.5954962,7003477,51,36,33,27,27,18,Ranui
3,1,"84 Kitchener Road Waiuku, Auckland",1103,580000,-37.2459516,174.7398056,7010424,51,15,18,21,18,21,Waiuku
3,2,"188 Cliff View Drive Green Bay, Auckland",577,1275000,-36.9355287,174.6756054,7007410,81,33,39,42,33,54,Green Bay
4,3,"25 Woodside Crescent St Heliers, Auckland",922,2750000,-36.8569105,174.8564186,7006493,39,6,9,21,18,27,St Heliers
5,3,"29 Carnoustie Drive Wattle Downs, Auckland",600,1000000,-37.0499739,174.8911802,7009716,57,21,27,15,30,42,Wattle Downs
4,4,"220c Metcalfe Road Ranui, Auckland",561,1340000,-36.873823,174.5997541,7003578,102,84,78,54,42,45,Ranui
4,2,"7 Sunrise Lane Te Atatu South, Auckland",987,1050000,-36.8612461,174.6513205,7004106,24,30,36,21,36,39,Te Atatu South
4,2,"103a Tarawera Terrace St Heliers, Auckland",461,1550000,-36.8593031,174.8466779,7006403,60,6,18,39,33,39,St Heliers
3,2,"3/51 Redoubt Road Goodwood Heights, Auckland",150,630000,-36.9924403,174.8943779,7009726,39,33,21,12,12,21,Goodwood Heights
4,3,"32 Young Garden Lane Waimauku, Auckland",7139,1650000,-36.7832722,174.459546,7002142,39,18,9,27,30,33,Waimauku
4,2,"18 Discovery Drive Gulf Harbour, Auckland",558,1000000,-36.6232582,174.7964894,7001721,78,18,57,39,15,39,Gulf Harbour
4,2,"4 Armstrong Way Waiuku, Auckland",3162,880000,-37.2606645,174.7290907,7010417,75,27,27,39,30,24,Waiuku
4,2,"160 Polo Prince Drive Alfriston, Auckland",5884,1725000,-37.0102928,174.9195987,7009945,48,33,36,30,39,42,Alfriston
3,1,"13 Carlas Way Ranui, Auckland",250,630000,-36.8673498,174.6016886,7003563,60,21,30,24,21,18,Ranui
5,2,"76b Lake Road Devonport, Auckland",508,910000,-36.8133481,174.7927736,7005772,30,12,9,27,27,45,Narrow Neck
6,3,"14 View Road Mount Eden, Auckland",755,2950000,-36.874392,174.7604416,7005398,24,30,36,12,12,9,Mount Eden
3,2,"73a Island Bay Road Beach Haven, Auckland",1047,1050000,-36.809956,174.693898,7002468,27,18,12,9,27,18,Beach Haven
5,2,"30 Barrys Road Glendene, Auckland",1002,920000,-36.885154,174.6569697,7004222,21,15,15,12,9,15,Glendene
4,2,"65 Old Coach Way Ramarama, Auckland",7480,1500000,-37.1539815,174.9593174,7010368,30,9,15,21,27,39,Ramarama
4,2,"65 Old Coach Way Ramarama, Auckland",7480,1500000,-37.1539815,174.9593174,7010368,30,9,15,21,27,39,Ramarama
2,2,"80 Bellbird Street Papakura, Auckland",119,700000,-37.0510717,174.9523543,7010158,81,30,36,18,21,15,Papakura
2,2,"78 Bellbird Street Papakura, Auckland",119,700000,-37.0510717,174.9523543,7010158,81,30,36,18,21,15,Papakura
5,3,"107 Waller Avenue Bucklands Beach, Auckland",1126,2200000,-36.8685029,174.9051402,7006782,36,18,18,18,27,39,Bucklands Beach
3,1,"2 Coptic Place Mangere, Auckland",706,600000,-36.968729,174.8119349,7008123,141,42,39,45,36,27,Mangere East
3,1,"24 Catkin Crescent Papatoetoe, Auckland",603,700000,-36.984773,174.8354962,7008319,36,21,21,18,21,21,Papatoetoe
5,3,"64 Ngapuhi Road Remuera, Auckland",266,2175000,-36.8745372,174.8152127,7006065,30,12,24,9,30,30,Remuera
3,1,"16 Noel Burnside Road Wiri, Auckland",842,720000,-36.992832,174.8488498,7008321,48,30,18,12,27,24,Wiri
3,1,"480 Swanson Road Ranui, Auckland",1012,1020000,-36.8642678,174.6018675,7003558,36,21,21,18,21,27,Ranui
4,2,"76 Cheriton Road Mellons Bay, Auckland",1599,1150000,-36.8860015,174.9279754,7006940,69,30,27,51,24,42,Mellons Bay
6,2,"2 Jellicoe Street Otahuhu, Auckland",1014,1300000,-36.953207,174.8454736,7008382,51,21,18,15,18,18,Otahuhu
3,2,"161 Waitemata Drive Ranui, Auckland",350,670000,-36.8618218,174.6049088,7003548,78,36,33,36,15,24,Ranui
3,1,"13a Roys Road Weymouth, Auckland",120,630000,-37.050791,174.861378,7009529,30,21,21,15,24,27,Weymouth
3,1,"66 Triangle Road Massey, Auckland",100,620000,-36.836371,174.6099833,7003508,69,45,39,21,24,12,Massey
3,2,"11a Princess Maria Place Massey, Auckland",803,950000,-36.8350485,174.6293526,7003813,33,21,21,15,24,45,Massey
3,1,"14 Charntay Avenue Clover Park, Auckland",400,625000,-36.9871488,174.8919507,7008908,120,66,51,51,18,36,Clover Park
2,1,"70 Tamaki Avenue Otahuhu, Auckland",936,740000,-36.9531644,174.8496839,7008498,54,39,33,24,36,30,Otahuhu
5,3,"8a Shelly Beach Parade Cockle Bay, Auckland",1207,1850000,-36.8999324,174.949745,7007018,36,15,9,21,12,33,Cockle Bay
3,1,"90 Porchester Road Papakura, Auckland",519,560000,-37.053359,174.9375378,7010039,45,39,36,21,30,33,Papakura
4,2,"195 Wairere Road Waitakere, Auckland",1409,880000,-36.8525715,174.5165363,7003417,21,15,12,21,27,30,Waitakere
